4.012619068468093,2,5,2,8,2,2,5,2,2,2,5,2,5,6,2,5,2,6,2,5,4,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,5,2,6,2,2,6,15,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,5,2,5,2,6,6,2,2,4,5,5,5,5,2,2,2,2,2,4,2,2,8,4,6,2,2,4,4,4,2,2,2,2,4,5,4,2,5,5,8,7,2,5,5,6,2,2,2,2,2,6,4,2,2,4,5,2,2,5,2,6,5,2,4,4,5,2,8,5,5,4,5,2,2,2,4,2,2,8,4,2,2,2,4,6,5,2,2,13,2,6,2,4,4,2,4,8,2,2,6,6,4,2,2,2,5,2,2,5,5,2,2,6,2,5,2,4,7,2,4,4,2,5,5,2,2,4,2,5,2,6,2,2,2,4,2,2,6,5,2,5,5,5,2,5,4,2,2,5,9,2,13,2,2,2,4,2,4,2,2,5,5,4,2,5,2,2,6,2,7,4,5,4,6,4,2,2,2,4,2,5,2,2,4,2,2,5,5,2,13,2,6,2,5,2,5,4,2,2,2,2,2,2,2,5,2,7,2,2,5,4,4,6,2,8,4,4,4,4,2,2,6,9,4,8,2,10,2,10,2,4,4,9,2,2,2,2,5,2,7,4,5,2,2,11,2,6,16,2,16,2,2,7,10,6,6,7,5,2,5,4,4,6,6,2,5,7,2,2,6,2,2,2,8,2,2,2,4,4,2,2,2,2,4,4,6,4,2,2,11,2,2,2,2,5,2,5,15,5,5,5,2,2,2,5,2,2,6,4,2,2,2,4,11,2,5,2,2,6,2,2,2,5,2,4,2,2,2,2,4,2,2,5,2,6,2,2,2,5,2,4,2,11,5,5,2,4,2,2,10,2,2,2,5,2,4,6,6,2,2,5,15,2,13,2,4,4,2,2,4,6,5,2,6,4,4,2,6,5,5,2,2,5,2,4,4,11,2,2,2,6,2,2,5,4,2,2,2,2,4,5,2,2,2,2,5,5,2,2,2,5,5,4,6,2,2,4,2,2,5,2,7,4,2,9,2,2,5,6,4,4,6,4,2,2,9,8,5,2,2,5
106.56407757458287,4,2,2,9,2,2,2,7,4,5,2,5,7,5,2,2,2,2,2,2,4,2,2,2,4,2,4,2,2,2,2,2,8,4,2,2,6,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,4,5,2,2,9,2,2,11,6,2,4,7,4,5,2,10,6,2,4,2,5,2,5,4,2,5,5,2,6,2,2,2,2,4,5,4,2,6,2,6,4,5,2,4,2,2,4,4,2,5,5,2,5,7,6,4,2,4,6,7,2,12,2,4,2,4,10,5,4,9,5,5,2,4,5,2,2,4,2,4,4,5,2,2,13,5,5,5,9,2,2,6,2,5,4,5,2,10,6,6,4,2,5,2,10,2,2,5,2,10,2,9,11,4,2,2,4,12,2,4,6,7,2,2,2,5,4,2,2,2,5,2,6,5,4,5,6,4,4,5,5,6,2,4,5,2,2,12,2,2,2,2,2,2,4,11,2,4,7,6,2,13,4,5,2,2,2,5,4,5,5,2,2,2,5,2,2,4,6,5,5,2,2,4,4,4,2,5,5,2,5,4,2,4,9,2,2,2,2,2,2,2,2,2,2,7,2,5,5,2,6,2,2,2,2,4,2,2,5,4,4,2,4,6,5,2,7,2,2,5,2,2,4,2,2,4,4,5,2,6,4,2,2,5,4,11,4,7,12,2,2,2,2,2,2,4,8,2,4,9,2,4,8,2,2,2,4,5,2,13,2,4,2,5,4,2,2,2,7,5,4,2,4,2,5,4,5,4,2,4,4,20,4,2,32,4,4,2,2,4,4,2,4,9,4,4,2,2,4,2,2,2,4,4,7,2,2,2,4,2,5,5,6,4,2,4,4,10,4,2,4,2,4,5,2,2,4,2,2,2,5,2,2,6,10,2,2,2,11,6,5,4,2,2,5,4,2,2,2,2,4,2,2,2,2,2,14,5,2,5,2,2,4,4,11,2,2,5,2,2,2,2,5,2,10,2,2,4,8,4,5,4,2,7,4,9,6,4,8,2,2,6,2,2,4,2,2,2,11,2,4,4,2,2,2,8,2,2,5,4,2,4,12,7,4,2,2,2,4,4,4,2,2,4,2,2,2,4,2,2,4,5,5,4,4,7
207.66253580469777,2,4,6,7,5,2,2,4,2,2,2,2,2,14,2,4,2,2,5,2,4,2,2,4,4,2,2,5,2,2,2,2,5,2,4,4,2,7,2,10,4,4,2,5,5,5,7,4,6,4,2,2,4,2,2,2,5,2,10,2,2,8,2,8,5,2,5,2,2,5,2,4,2,2,6,2,5,5,10,2,4,4,2,5,2,4,2,2,4,2,4,4,2,4,6,2,2,2,2,6,2,2,2,2,5,2,5,11,2,2,2,5,2,2,2,7,2,9,6,4,9,2,2,2,2,2,2,9,2,2,2,4,2,2,2,2,2,4,2,4,13,7,2,2,2,5,4,2,6,5,5,4,4,4,2,5,4,2,4,2,2,2,5,4,2,4,13,5,2,6,6,4,2,4,9,5,2,4,10,2,4,4,2,4,4,2,4,2,2,2,4,7,5,2,9,2,5,2,2,5,2,5,5,4,2,2,2,2,4,4,4,9,2,6,2,2,7,6,5,2,4,5,2,5,2,2,7,2,4,5,4,4,8,2,8,2,6,9,2,5,5,2,4,5,5,4,5,2,2,5,10,5,4,6,2,2,2,2,2,2,4,4,2,2,2,4,2,10,2,4,2,2,2,4,4,5,2,8,2,4,2,2,2,4,5,2,2,4,6,2,4,11,2,2,2,2,4,2,2,5,2,5,5,4,2,4,2,2,2,2,2,4,2,2,2,5,2,2,2,5,6,5,2,2,2,10,2,12,2,2,4,2,2,4,2,2,4,5,2,2,5,7,2,4,4,2,2,2,2,6,4,4,4,6,2,10,2,5,2,2,2,2,2,4,4,2,2,5,2,2,4,2,2,6,4,2,5,2,15,7,2,5,2,2,2,2,2,5,2,2,2,2,4,2,2,4,5,12,7,2,5,4,4,5,2,4,5,2,2,2,2,5,4,2,2,5,2,5,2,5,2,4,2,2,4,11,2,2,2,2,2,2,2,5,6,13,4,2,2,2,2,2,2,2,8,4,2,4,4,2,2,2,4,2,4,2,5,2,2,2,9,4,2,5,5,5,6,7,2,2,7,2,6,5,2,10,4,2,2,7,2,6,2,2,6,2,5,2,5,6,6,4,2,4,6,2,4,2,5,2
308.668291656923,2,2,2,5,2,2,5,4,2,5,2,5,5,2,2,9,5,5,8,2,5,5,6,2,2,4,5,2,5,2,2,2,7,7,2,2,2,2,2,2,5,2,5,4,2,2,4,2,6,2,4,7,2,6,4,2,5,2,5,2,2,2,2,5,2,10,2,7,2,5,5,5,2,6,4,2,2,6,2,2,8,2,2,2,2,2,5,2,2,2,2,2,2,2,2,10,4,2,5,2,2,2,2,5,4,5,2,2,2,2,2,4,4,4,5,2,5,7,4,2,5,2,7,4,4,2,2,2,2,2,6,2,2,2,4,2,2,4,2,2,8,10,4,2,2,2,5,7,5,2,2,5,2,2,4,5,2,2,4,5,2,2,5,4,2,4,6,5,4,4,2,5,2,7,6,2,2,2,2,2,5,4,2,5,2,4,5,5,2,2,2,10,2,4,4,4,4,2,4,2,4,2,2,2,2,2,2,2,4,2,4,6,4,5,2,4,2,2,2,2,5,4,2,6,2,5,2,2,2,4,2,5,4,9,6,2,2,8,2,2,2,2,2,5,5,2,4,4,4,4,2,14,2,5,2,4,10,4,2,2,2,5,7,2,4,2,12,11,2,6,4,4,2,2,2,2,2,2,4,2,8,2,5,7,4,9,2,2,5,11,2,2,6,12,2,2,2,5,2,2,2,6,8,2,2,2,2,2,2,2,2,2,2,4,5,5,4,4,5,2,4,2,14,4,4,5,4,5,5,7,2,5,2,2,11,2,4,6,2,5,6,14,5,2,2,6,2,2,2,9,4,2,2,2,15,2,2,4,5,5,2,2,4,4,2,11,5,4,4,2,2,2,2,2,2,5,4,4,4,2,2,4,7,4,5,5,6,2,2,2,2,2,4,2,2,4,9,5,5,2,2,7,5,4,2,2,4,2,4,2,4,2,5,6,4,4,2,2,5,2,6,11,4,2,2,5,4,2,2,2,2,2,2,2,4,7,2,2,4,4,4,5,2,2,2,2,5,4,5,2,2,2,2,2,4,2,6,8,2,30,7,2,7,6,2,2,2,2,5,4,5,4,2,2,2,2,2,5,2,2,2,2,5,4,2,2,6,2,2,2,2,2,4,5,2,2,2,5,4,4
409.453090825401,2,4,2,8,2,4,13,5,2,2,6,5,5,9,8,6,2,2,4,2,7,5,2,5,2,9,2,2,4,2,2,4,5,5,2,2,4,2,7,4,2,6,4,2,6,10,4,2,4,14,2,5,5,2,4,2,2,20,4,2,5,5,5,2,5,16,5,5,2,2,2,2,2,4,10,4,4,2,4,7,4,5,6,4,9,6,4,2,4,4,2,7,6,4,7,2,5,4,2,2,7,4,9,2,4,4,4,2,5,2,2,4,4,5,2,6,4,4,2,10,9,4,5,5,4,2,9,4,2,4,13,23,2,6,5,9,4,4,4,2,9,6,2,2,6,9,5,4,7,5,4,4,9,6,12,4,5,2,8,4,8,2,16,4,14,2,10,11,4,4,5,5,4,5,4,7,5,5,4,2,2,14,7,5,4,9,4,2,4,2,4,9,5,5,5,4,12,4,4,15,9,4,4,2,2,2,4,2,2,6,4,5,9,5,4,4,4,2,2,5,4,13,4,2,4,4,10,5,4,5,4,4,4,4,4,4,2,2,4,16,4,6,4,2,11,4,7,10,2,4,4,4,4,5,4,8,2,4,4,7,4,7,2,27,10,4,2,7,4,5,9,2,5,9,6,6,4,4,4,4,7,4,4,4,6,5,4,2,2,9,4,4,8,6,4,2,4,2,5,15,4,5,4,2,23,13,4,5,7,9,5,4,23,4,4,4,4,4,14,2,4,4,4,4,7,17,9,4,2,5,5,5,5,12,4,6,2,10,9,7,4,7,10,4,4,2,4,4,6,5,15,7,4,4,4,4,4,2,4,6,4,4,2,7,2,4,4,5,10,4,4,4,4,4,4,4,4,4,2,4,4,4,10,2,4,4,2,4,4,10,9,9,4,2,7,4,4,11,4,4,2,4,4,9,4,10,4,4,11,10,5,5,5,4,4,7,4,4,2,4,4,4,9,10,6,7,4,23,4,4,9,7,4,10,4,4,4,4,4,4,4,9,4,4,2,4,4,4,4,4,6,13,4,4,4,5,4,4,4,4,4,6,6,9,5,9,4,4,4,13,4,4,4,4,5,4,15,4,4,4,4,11,4,4,4,4,4,10,4,4,5,4,4,4,7,4,4,7,7,4
509.9166079982257,2,10,10,7,5,2,2,4,2,2,9,11,4,9,2,4,2,2,2,5,5,7,2,2,2,2,4,2,13,13,2,2,11,10,8,2,2,2,2,2,2,2,2,4,2,4,7,2,5,2,4,2,4,4,2,4,2,4,2,2,2,2,4,8,2,4,4,2,2,2,2,2,4,4,2,2,2,2,4,2,2,4,4,2,4,2,4,4,2,4,4,2,4,2,2,4,2,4,2,2,2,2,2,4,4,4,4,2,4,2,2,4,2,2,4,4,4,2,2,4,2,4,4,4,2,2,4,4,4,4,4,2,2,2,2,4,4,4,2,2,2,4,2,2,2,4,4,4,2,4,2,4,4,2,2,2,2,4,4,4,4,4,4,7,2,4,4,2,4,4,4,2,2,4,4,4,4,2,4,4,2,2,4,4,4,2,4,2,2,2,4,2,4,4,4,4,4,4,2,4,2,2,2,4,4,2,4,4,4,7,4,4,4,4,4,4,4,2,2,2,4,4,4,2,2,4,4,2,4,2,2,4,4,4,4,9,4,4,2,4,2,4,2,2,4,2,2,4,2,2,4,2,4,4,2,4,2,4,4,4,4,4,4,4,10,4,4,4,4,4,4,2,4,4,4,4,4,5,4,2,2,2,7,2,4,6,4,4,2,4,4,2,2,4,4,4,4,2,4,7,2,4,7,2,4,4,2,2,4,4,4,4,2,4,4,6,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,4,2,2,4,4,4,2,4,4,4,2,4,4,2,4,4,2,2,4,2,4,2,4,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4
610.3404940637329,2,2,5,5,2,2,4,4,2,2,2,2,2,2,2,2,5,4,2,4,2,2,2,2,2,2,2,4,5,2,2,2,2,2,2,5,5,2,5,2,4,4,2,2,5,2,4,4,2,8,2,2,4,2,4,5,5,2,5,2,7,2,2,2,2,5,6,2,2,5,6,2,4,5,2,5,2,2,2,2,2,5,2,2,2,5,2,2,5,2,2,2,2,8,5,5,5,5,5,5,8,2,2,11,2,5,2,2,2,5,2,5,2,2,4,2,2,2,2,4,4,2,2,6,5,4,11,4,2,5,9,4,2,4,5,2,2,2,4,5,4,2,2,5,2,2,5,4,5,2,2,2,2,2,2,5,4,2,2,5,2,2,2,2,2,2,6,5,2,2,2,5,11,5,6,6,2,2,6,2,2,4,7,5,2,8,2,2,2,6,5,2,2,2,6,2,2,5,2,2,9,5,2,4,5,2,2,5,2,2,6,4,6,2,7,5,2,2,2,2,5,2,2,2,5,4,2,2,6,4,2,5,2,5,2,2,2,2,2,2,2,9,2,5,4,2,2,4,4,2,11,2,6,5,5,2,2,4,2,2,6,2,5,5,2,6,2,5,5,4,6,2,4,6,2,9,2,2,2,2,2,2,5,2,4,6,4,2,6,7,5,2,4,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,4,2,2,5,2,5,6,2,2,2,2,7,2,2,5,2,5,7,2,2,9,4,2,2,2,4,2,2,4,4,6,5,2,6,2,2,2,2,2,2,2,2,4,5,5,2,2,4,4,2,4,2,14,2,2,4,2,4,5,8,4,2,2,2,2,2,2,4,8,2,7,2,2,5,2,4,2,4,5,4,5,2,5,2,2,4,2,2,5,2,4,4,5,2,2,5,4,2,2,7,4,2,2,6,4,2,5,2,2,2,2,2,2,2,4,2,5,2,5,2,2,2,4,2,2,2,2,2,2,2,9,4,2,5,2,2,2,2,2,2,2,4,2,5,2,4,8,5,5,2,4,5,2,2,2,2,2,6,4,2,2,2,10,2,2,2,2,5,2,2,4,4,5,2,2,2,2,2,2,5,4,2,2,2,2,5,2,6,4,2,12
711.9461565112075,5,5,9,4,2,4,14,2,2,2,2,2,4,2,2,2,9,5,2,5,2,2,5,2,5,4,4,2,6,2,5,5,2,2,10,5,4,2,2,9,5,2,2,2,5,6,5,2,2,5,2,2,2,2,2,8,2,2,2,4,7,5,2,6,6,2,2,2,2,4,6,6,2,4,5,2,2,5,5,4,2,2,5,4,5,5,2,5,4,2,2,2,2,5,2,2,2,2,4,5,15,2,2,5,2,2,8,5,4,5,2,4,2,2,2,2,2,11,2,2,2,2,9,2,2,2,4,4,5,2,4,5,2,4,2,5,2,5,14,4,2,2,6,2,2,4,2,2,2,6,2,4,2,2,2,4,2,5,2,2,2,2,2,2,2,8,2,4,5,4,5,2,5,2,2,4,2,4,2,2,2,2,2,2,2,4,2,4,4,4,2,2,4,2,4,5,4,2,2,4,4,2,5,2,5,2,5,2,2,4,4,2,2,2,4,2,2,4,4,2,2,6,2,6,4,2,2,2,2,4,4,4,10,5,5,4,2,2,2,2,5,5,2,4,9,2,4,5,4,4,4,5,2,2,5,2,2,2,2,5,4,2,2,2,2,2,5,11,5,5,2,2,9,2,2,6,6,2,6,4,10,7,8,4,8,5,4,13,4,4,4,5,7,7,2,14,5,4,2,7,5,4,4,9,2,2,2,4,2,2,5,5,6,5,12,6,6,10,2,11,5,5,2,2,27,4,4,5,5,2,4,2,12,5,2,6,2,6,5,5,2,4,5,15,2,2,11,2,2,8,13,12,2,4,2,2,6,11,2,6,2,5,9,2,9,2,6,5,5,5,2,9,13,6,5,12,15,5,2,8,6,4,6,2,2,12,2,4,9,2,12,6,22,16,6,11,2,6,5,10,5,5,2,10,6,9,13,8,2,6,4,5,2,8,13,4,2,4,4,5,2,17,4,9,5,13,6,9,18,11,13,4,4,9,18,6,5,5,4,4,4,4,4,5,5,29,24,5,2,13,14,4,20,27,7,5,14,9,2,14,6,6,5,2,43,5,2,6,11,4,20,2,27,6,27,31,10,9,2,10,12,4,4,11,20,9,2,2,6,11,12,11,19,20,2,2,6,10,2,10
814.1467990817503,2,4,9,2,9,5,2,14,6,6,10,12,2,17,9,2,4,7,11,9,6,6,12,13,2,2,5,13,11,2,5,4,2,5,2,5,2,4,2,2,2,5,5,2,2,2,5,7,2,5,4,4,4,2,2,5,2,2,4,2,2,2,4,2,4,6,2,4,2,2,4,2,5,2,4,5,2,4,4,2,2,4,4,2,4,4,4,4,2,4,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,4,2,4,4,2,2,4,2,4,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,4,4,2,4,2,2,2,2,2,2,2,4,4,2,2,2,4,2,4,4,2,4,2,4,2,2,4,2,2,2,2,4,2,2,4,2,2,6,2,4,2,2,2,4,2,4,2,4,4,4,4,2,2,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,4,4,2,2,4,2,2,2,4,2,4,4,4,4,2,2,2,2,4,4,4,2,2,4,2,4,4,2,2,4,2,4,2,2,2,2,2,2,4,4,2,2,4,4,4,4,4,4,2,4,4,2,2,5,2,2,4,4,2,2,4,2,4,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,2,2,2,2,2,2,6,2,2,2,2,2,4,4,4,5,4,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,8,4,4,4,4,2,2,2,6,4,2,4,4,4,2,6,4,4,2,2,7,2,2,2,2,2,4,8,2,2,2,2,4,4,4,4,4,4,4,2,7,2,2,4,2,2,2,4,2,4,2,2,4,2,2,4,2,2,2,4,4,2,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,2,2,4,2,4,4,4,4,4,2,4,4,4,2,2,4,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,2,4,2,2,4,4,2,4,2,4,4,4,4,5,4,2,4,2,2,2,4,4,2,5,2,4,2,4,7,5,4,4,4
916.5382017816953,4,9,2,5,4,9,10,13,5,6,2,5,4,2,2,2,11,5,4,2,5,4,9,5,2,2,2,2,4,2,4,5,5,8,2,2,2,2,6,2,4,7,6,2,2,2,4,6,10,2,4,2,5,2,2,2,24,2,2,2,2,5,15,5,8,4,5,2,5,5,4,4,2,4,2,2,2,2,7,2,4,11,15,4,5,7,4,5,2,5,7,2,2,2,4,5,2,4,5,4,2,6,6,5,8,6,2,5,2,2,2,5,2,6,2,21,2,4,2,2,2,15,12,2,5,2,5,2,7,5,5,8,7,5,2,2,2,2,6,4,4,2,2,2,5,2,5,2,2,5,4,5,5,2,5,2,2,6,4,5,5,10,5,7,2,2,2,2,4,4,2,2,12,2,2,2,2,2,7,5,4,2,6,5,2,4,12,4,4,4,2,4,5,6,5,2,4,4,5,10,6,2,2,16,2,9,6,10,2,5,4,10,12,9,2,6,2,4,2,2,5,16,10,2,9,5,2,23,4,4,9,17,5,8,4,2,9,18,2,22,2,10,2,8,6,13,2,6,2,5,2,2,2,4,2,2,17,12,2,2,4,13,2,11,15,5,2,2,6,2,28,10,7,2,19,2,7,12,5,4,12,5,2,6,10,2,2,10,16,12,4,2,5,5,2,2,4,10,9,5,2,2,5,10,16,2,7,6,2,10,12,10,2,9,8,24,6,22,5,2,2,15,28,27,6,26,2,37,17,2,15,6,9,5,2,6,4,2,15,22,30,31,35,30,11,18,41,26,18,2,22,27,4,16,39,8,7,27,6,38,18,37,40,2,2,10,29,5,19,14,4,17,22,15,16,15,10,34,15,25,5,4,19,24,44,4,4,5,7,13,30,5,32,17,59,22,15,4,15,7,2,4,19,29,17,10,15,17,31,9,2,28,5,22,31,8,23,32,35,20,2,2,2,29,10,5,2,32,42,30,16,32,17,34,16,10,22,32,20,37,9,26,9,9,2,54,9,40,16,27,2,82,23,9,53,21,4,15,23,33,2,33,15,15,24,39,2,42,36,32,15,26,15,20,28,29,37,5,9,33,36,19,13,25,9,2,2,18,18,21,39,35,15,89,25,42,16,16,2,14
1017.3514863194953,4,2,5,5,2,2,5,22,2,8,2,6,5,9,5,9,10,6,14,2,4,2,2,10,2,2,4,5,5,4,4,14,8,2,2,2,2,10,4,2,2,6,5,10,5,4,9,2,4,2,2,6,4,4,6,5,4,8,8,4,15,2,5,2,2,2,18,9,2,2,4,5,6,5,4,2,2,5,6,2,2,2,7,7,2,2,4,5,2,5,2,2,2,2,5,2,2,2,7,5,5,6,2,11,4,2,4,6,2,9,2,2,2,2,4,4,5,6,2,2,2,4,7,2,4,2,4,6,4,2,4,4,2,2,2,2,18,4,2,7,2,4,2,4,2,2,2,4,4,2,2,2,2,2,2,2,4,2,2,2,2,2,8,2,2,4,2,2,4,4,2,4,4,2,2,5,2,2,2,2,4,2,4,2,7,4,2,2,2,4,2,2,2,4,4,2,4,2,2,2,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,2,4,4,2,4,4,2,2,4,5,4,2,2,4,2,2,2,2,4,4,2,2,2,2,4,2,2,4,4,4,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,2,4,4,4,2,2,4,4,2,2,2,4,2,2,4,2,4,2,2,2,2,2,2,4,4,2,2,4,4,2,2,4,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,4,2,2,2,4,2,2,4,2,2,2,4,2,2,2,4,2,2,2,2,4,2,4,2,4,2,4,4,2,2,2,2,2,4,2,4,2,4,4,4,4,2,2,2,4,2,2,2,4,2,2,4,4,2,2,4,4,4,4,4,2,2,4,2,2,2,4,2,2,4,2,4,2,2,2,2,4,4,2,2,4,2,4,4,4,2,2,4,2,2,2,4,4,4,2,2,4,2,4,4,2,2,2,4,4,4,2,2,2,2,2,4,2,2,2,4,2,4,2,4,2,2,4,2,4,4,2,4,2,4,2,2,2,2,2,4,4,2,2,2,4,4,4,2,4,4,2,2,2,2,4,4,4,2,2,4,4,2,4
